t,alpha,alpha_dot
9.195,-0.498578,0.115571
9.2,-0.497942,0.139012
9.205,-0.497188,0.162424
9.21,-0.496318,0.1858
9.215,-0.49533,0.209136
9.22,-0.494226,0.232427
9.225,-0.493006,0.255668
9.23,-0.49167,0.278854
9.235,-0.490218,0.30198
9.24,-0.48865,0.32504
9.245,-0.486967,0.348029
9.25,-0.48517,0.370944
9.255,-0.483258,0.393777
9.26,-0.481232,0.416526
9.265,-0.479093,0.439184
9.27,-0.47684,0.461746
9.275,-0.474476,0.484207
9.28,-0.471999,0.506563
9.285,-0.46941,0.528808
9.29,-0.466711,0.550938
9.295,-0.463901,0.572947
9.3,-0.460981,0.59483
9.305,-0.457953,0.616583
9.31,-0.454816,0.6382
9.315,-0.451571,0.659676
9.32,-0.448219,0.681007
9.325,-0.444761,0.702187
9.33,-0.441198,0.723212
9.335,-0.437529,0.744077
9.34,-0.433757,0.764776
9.345,-0.429882,0.785305
9.35,-0.425904,0.805659
9.355,-0.421826,0.825833
9.36,-0.417646,0.845822
9.365,-0.413368,0.865621
9.37,-0.408991,0.885227
9.375,-0.404516,0.904633
9.38,-0.399945,0.923835
9.385,-0.395278,0.942828
9.39,-0.390517,0.961608
9.395,-0.385662,0.98017
9.4,-0.380715,0.998509
9.405,-0.375677,1.01662
9.41,-0.370549,1.0345
9.415,-0.365333,1.05214
9.42,-0.360028,1.06955
9.425,-0.354638,1.0867
9.43,-0.349162,1.10361
9.435,-0.343602,1.12026
9.44,-0.33796,1.13666
9.445,-0.332236,1.15279
9.45,-0.326432,1.16865
9.455,-0.32055,1.18424
9.46,-0.31459,1.19956
9.465,-0.308555,1.2146
9.47,-0.302445,1.22935
9.475,-0.296262,1.24382
9.48,-0.290007,1.25799
9.485,-0.283682,1.27187
9.49,-0.277289,1.28544
9.495,-0.270828,1.29872
9.5,-0.264302,1.31169
9.505,-0.257712,1.32435
9.51,-0.251059,1.33669
9.515,-0.244346,1.34872
9.52,-0.237573,1.36042
9.525,-0.230742,1.3718
9.53,-0.223855,1.38286
9.535,-0.216914,1.39358
9.54,-0.20992,1.40397
9.545,-0.202875,1.41402
9.55,-0.19578,1.42373
9.555,-0.188638,1.4331
9.56,-0.18145,1.44213
9.565,-0.174217,1.4508
9.57,-0.166942,1.45913
9.575,-0.159627,1.4671
9.58,-0.152272,1.47472
9.585,-0.14488,1.48198
9.59,-0.137453,1.48889
9.595,-0.129992,1.49542
9.6,-0.122499,1.5016
9.605,-0.114976,1.50741
9.61,-0.107426,1.51285
9.615,-0.0998485,1.51793
9.62,-0.0922469,1.52263
9.625,-0.0846228,1.52697
9.63,-0.0769779,1.53092
9.635,-0.0693142,1.53451
9.64,-0.0616334,1.53772
9.645,-0.0539376,1.54055
9.65,-0.0462286,1.54301
9.655,-0.0385082,1.54508
9.66,-0.0307784,1.54678
9.665,-0.023041,1.5481
9.67,-0.015298,1.54904
9.675,-0.00755119,1.5496
9.68,0.00019744,1.54978
9.685,0.00794602,1.54958
9.69,0.0156926,1.549
9.695,0.0234354,1.54804
9.7,0.0311725,1.54671
9.705,0.0389019,1.54499
9.71,0.0466217,1.54289
9.715,0.0543301,1.54042
9.72,0.0620252,1.53756
9.725,0.0697051,1.53434
9.73,0.077368,1.53073
9.735,0.0850118,1.52675
9.74,0.0926349,1.5224
9.745,0.100235,1.51768
9.75,0.107811,1.51259
9.755,0.11536,1.50712
9.76,0.122882,1.50129
9.765,0.130373,1.4951
9.77,0.137832,1.48854
9.775,0.145258,1.48162
9.78,0.152648,1.47434
9.785,0.16,1.46671
9.79,0.167314,1.45871
9.795,0.174587,1.45037
9.8,0.181817,1.44168
9.805,0.189003,1.43263
9.81,0.196143,1.42325
9.815,0.203235,1.41352
9.82,0.210278,1.40345
9.825,0.217269,1.39304
9.83,0.224207,1.3823
9.835,0.231091,1.37123
9.84,0.237919,1.35983
9.845,0.244689,1.34811
9.85,0.2514,1.33607
9.855,0.258049,1.32371
9.86,0.264636,1.31103
9.865,0.271159,1.29805
9.87,0.277616,1.28476
9.875,0.284006,1.27117
9.88,0.290328,1.25727
9.885,0.296579,1.24308
9.89,0.302758,1.22861
9.895,0.308864,1.21384
9.9,0.314896,1.19879
9.905,0.320852,1.18346
9.91,0.32673,1.16785
9.915,0.33253,1.15197
9.92,0.338249,1.13583
9.925,0.343887,1.11942
9.93,0.349443,1.10275
9.935,0.354915,1.08583
9.94,0.360301,1.06867
9.945,0.365601,1.05125
9.95,0.370813,1.0336
9.955,0.375936,1.0157
9.96,0.38097,0.99758
9.965,0.385912,0.979229
9.97,0.390762,0.960656
9.975,0.395518,0.941865
9.98,0.40018,0.922861
9.985,0.404746,0.903649
9.99,0.409216,0.884232
9.995,0.413588,0.864617
10,0.417862,0.844808
